,回別,抽せん日,ナンバーズ3抽せん数字
5245,第612回,1999年10月15日,730
5246,第611回,1999年10月13日,801
5247,第610回,1999年10月11日,337
5248,第609回,1999年10月8日,178
5249,第608回,1999年10月6日,964
5250,第607回,1999年10月4日,405
5251,第606回,1999年10月1日,638
5252,第605回,1999年9月29日,030
5253,第604回,1999年9月27日,939
5254,第603回,1999年9月24日,699
5255,第602回,1999年9月22日,979
5256,第601回,1999年9月20日,421
5257,第600回,1999年9月17日,752
5258,第599回,1999年9月15日,554
5259,第598回,1999年9月13日,306
5260,第597回,1999年9月10日,429
5261,第596回,1999年9月8日,193
5262,第595回,1999年9月6日,162
5263,第594回,1999年9月3日,130
5264,第593回,1999年9月1日,829
5265,第592回,1999年8月30日,036
5266,第591回,1999年8月27日,046
5267,第590回,1999年8月25日,947
5268,第589回,1999年8月23日,485
5269,第588回,1999年8月20日,652
5270,第587回,1999年8月18日,569
5271,第586回,1999年8月16日,207
5272,第585回,1999年8月13日,365
5273,第584回,1999年8月11日,085
5274,第583回,1999年8月9日,850
5275,第582回,1999年8月6日,315
5276,第581回,1999年8月4日,160
5277,第580回,1999年8月2日,385
5278,第579回,1999年7月30日,588
5279,第578回,1999年7月28日,398
5280,第577回,1999年7月26日,228
5281,第576回,1999年7月23日,487
5282,第575回,1999年7月21日,939
5283,第574回,1999年7月19日,910
5284,第573回,1999年7月16日,597
5285,第572回,1999年7月14日,731
5286,第571回,1999年7月12日,798
5287,第570回,1999年7月9日,587
5288,第569回,1999年7月7日,049
5289,第568回,1999年7月5日,953
5290,第567回,1999年7月2日,433
5291,第566回,1999年6月30日,906
5292,第565回,1999年6月28日,982
5293,第564回,1999年6月25日,732
5294,第563回,1999年6月23日,080
5295,第562回,1999年6月21日,382
5296,第561回,1999年6月18日,190
5297,第560回,1999年6月16日,057
5298,第559回,1999年6月14日,297
5299,第558回,1999年6月11日,666
5300,第557回,1999年6月9日,443
5301,第556回,1999年6月7日,331
5302,第555回,1999年6月4日,602
5303,第554回,1999年6月2日,355
5304,第553回,1999年5月31日,019
5305,第552回,1999年5月28日,993
5306,第551回,1999年5月26日,300
5307,第550回,1999年5月24日,666
5308,第549回,1999年5月21日,450
5309,第548回,1999年5月19日,411
5310,第547回,1999年5月17日,806
5311,第546回,1999年5月14日,098
5312,第545回,1999年5月12日,838
5313,第544回,1999年5月10日,269
5314,第543回,1999年5月7日,362
5315,第542回,1999年5月5日,614
5316,第541回,1999年5月3日,033
5317,第540回,1999年4月30日,154
5318,第539回,1999年4月28日,435
5319,第538回,1999年4月26日,628
5320,第537回,1999年4月23日,998
5321,第536回,1999年4月21日,951
5322,第535回,1999年4月19日,205
5323,第534回,1999年4月16日,432
5324,第533回,1999年4月14日,200
5325,第532回,1999年4月12日,277
5326,第531回,1999年4月9日,835
5327,第530回,1999年4月7日,719
5328,第529回,1999年4月5日,413
5329,第528回,1999年4月2日,743
5330,第527回,1999年3月31日,593
5331,第526回,1999年3月29日,357
5332,第525回,1999年3月26日,919
5333,第524回,1999年3月24日,036
5334,第523回,1999年3月22日,532
5335,第522回,1999年3月19日,073
5336,第521回,1999年3月17日,535
5337,第520回,1999年3月15日,493
5338,第519回,1999年3月12日,658
5339,第518回,1999年3月10日,402
5340,第517回,1999年3月8日,287
5341,第516回,1999年3月5日,583
5342,第515回,1999年3月3日,286
5343,第514回,1999年3月1日,122
5344,第513回,1999年2月26日,900
5345,第512回,1999年2月24日,947
5346,第511回,1999年2月22日,914
5347,第510回,1999年2月19日,253
5348,第509回,1999年2月17日,831
5349,第508回,1999年2月15日,295
5350,第507回,1999年2月12日,172
5351,第506回,1999年2月10日,993
5352,第505回,1999年2月8日,480
5353,第504回,1999年2月5日,947
5354,第503回,1999年2月3日,782
5355,第502回,1999年2月1日,929
5356,第501回,1999年1月29日,640
5357,第500回,1999年1月27日,679
5358,第499回,1999年1月25日,012
5359,第498回,1999年1月22日,211
5360,第497回,1999年1月20日,595
5361,第496回,1999年1月18日,028
5362,第495回,1999年1月15日,827
5363,第494回,1999年1月13日,153
5364,第493回,1999年1月11日,385
5365,第492回,1999年1月8日,931
5366,第491回,1999年1月6日,995
5367,第490回,1999年1月4日,634
5368,第489回,1998年12月30日,618
5369,第488回,1998年12月28日,115
5370,第487回,1998年12月25日,856
5371,第486回,1998年12月23日,932
5372,第485回,1998年12月21日,485
5373,第484回,1998年12月18日,899
5374,第483回,1998年12月16日,075
5375,第482回,1998年12月14日,818
5376,第481回,1998年12月11日,550
5377,第480回,1998年12月9日,335
5378,第479回,1998年12月7日,962
5379,第478回,1998年12月4日,277
5380,第477回,1998年12月2日,498
5381,第476回,1998年11月30日,111
5382,第475回,1998年11月27日,583
5383,第474回,1998年11月25日,041
5384,第473回,1998年11月23日,407
5385,第472回,1998年11月20日,616
5386,第471回,1998年11月18日,301
5387,第470回,1998年11月16日,577
5388,第469回,1998年11月13日,949
5389,第468回,1998年11月11日,687
5390,第467回,1998年11月9日,882
5391,第466回,1998年11月6日,256
5392,第465回,1998年11月4日,095
5393,第464回,1998年11月2日,086
5394,第463回,1998年10月30日,994
5395,第462回,1998年10月28日,292
5396,第461回,1998年10月26日,190
5397,第460回,1998年10月23日,150
5398,第459回,1998年10月21日,620
5399,第458回,1998年10月19日,383
5400,第457回,1998年10月16日,189
5401,第456回,1998年10月14日,887
5402,第455回,1998年10月12日,612
5403,第454回,1998年10月9日,713
5404,第453回,1998年10月7日,102
5405,第452回,1998年10月5日,666
5406,第451回,1998年10月2日,423
5407,第450回,1998年9月30日,033
5408,第449回,1998年9月28日,048
5409,第448回,1998年9月25日,785
5410,第447回,1998年9月23日,453
5411,第446回,1998年9月21日,531
5412,第445回,1998年9月18日,087
5413,第444回,1998年9月16日,107
5414,第443回,1998年9月14日,198
5415,第442回,1998年9月11日,174
5416,第441回,1998年9月9日,196
5417,第440回,1998年9月7日,520
5418,第439回,1998年9月4日,605
5419,第438回,1998年9月2日,235
5420,第437回,1998年8月31日,727
5421,第436回,1998年8月28日,244
5422,第435回,1998年8月26日,161
5423,第434回,1998年8月24日,698
5424,第433回,1998年8月21日,255
5425,第432回,1998年8月19日,163
5426,第431回,1998年8月17日,219
5427,第430回,1998年8月14日,652
5428,第429回,1998年8月12日,641
5429,第428回,1998年8月10日,512
5430,第427回,1998年8月7日,159
5431,第426回,1998年8月5日,618
5432,第425回,1998年8月3日,535
5433,第424回,1998年7月31日,043
5434,第423回,1998年7月29日,367
5435,第422回,1998年7月27日,495
5436,第421回,1998年7月24日,402
5437,第420回,1998年7月22日,427
5438,第419回,1998年7月20日,723
5439,第418回,1998年7月17日,429
5440,第417回,1998年7月15日,371
5441,第416回,1998年7月13日,001
5442,第415回,1998年7月10日,834
5443,第414回,1998年7月8日,737
5444,第413回,1998年7月6日,910
5445,第412回,1998年7月3日,514
5446,第411回,1998年7月1日,636
5447,第410回,1998年6月29日,866
5448,第409回,1998年6月26日,400
5449,第408回,1998年6月24日,237
5450,第407回,1998年6月22日,042
5451,第406回,1998年6月19日,222
5452,第405回,1998年6月17日,891
5453,第404回,1998年6月15日,109
5454,第403回,1998年6月12日,431
5455,第402回,1998年6月10日,058
5456,第401回,1998年6月8日,354
5457,第400回,1998年6月5日,596
5458,第399回,1998年6月3日,816
5459,第398回,1998年6月1日,274
5460,第397回,1998年5月29日,345
5461,第396回,1998年5月27日,963
5462,第395回,1998年5月25日,440
5463,第394回,1998年5月22日,729
5464,第393回,1998年5月20日,029
5465,第392回,1998年5月18日,426
5466,第391回,1998年5月15日,066
5467,第390回,1998年5月13日,956
5468,第389回,1998年5月11日,275
5469,第388回,1998年5月8日,227
5470,第387回,1998年5月6日,396
5471,第386回,1998年5月4日,578
5472,第385回,1998年5月1日,332
5473,第384回,1998年4月29日,690
5474,第383回,1998年4月27日,081
5475,第382回,1998年4月24日,606
5476,第381回,1998年4月22日,885
5477,第380回,1998年4月20日,820
5478,第379回,1998年4月17日,649
5479,第378回,1998年4月15日,075
5480,第377回,1998年4月13日,155
5481,第376回,1998年4月10日,274
5482,第375回,1998年4月8日,994
5483,第374回,1998年4月6日,409
5484,第373回,1998年4月3日,417
5485,第372回,1998年4月1日,202
5486,第371回,1998年3月30日,798
5487,第370回,1998年3月27日,091
5488,第369回,1998年3月25日,135
5489,第368回,1998年3月23日,805
5490,第367回,1998年3月20日,778
5491,第366回,1998年3月18日,841
5492,第365回,1998年3月16日,887
5493,第364回,1998年3月13日,908
5494,第363回,1998年3月11日,458
5495,第362回,1998年3月9日,640
5496,第361回,1998年3月6日,965
5497,第360回,1998年3月4日,965
5498,第359回,1998年3月2日,277
5499,第358回,1998年2月27日,469
5500,第357回,1998年2月25日,756
5501,第356回,1998年2月23日,852
5502,第355回,1998年2月20日,487
5503,第354回,1998年2月18日,750
5504,第353回,1998年2月16日,996
5505,第352回,1998年2月13日,038
5506,第351回,1998年2月11日,417
5507,第350回,1998年2月9日,638
5508,第349回,1998年2月6日,431
5509,第348回,1998年2月4日,394
5510,第347回,1998年2月2日,718
5511,第346回,1998年1月30日,000
5512,第345回,1998年1月28日,513
5513,第344回,1998年1月26日,035
5514,第343回,1998年1月23日,997
5515,第342回,1998年1月21日,686
5516,第341回,1998年1月19日,259
5517,第340回,1998年1月16日,992
5518,第339回,1998年1月14日,152
5519,第338回,1998年1月12日,704
5520,第337回,1998年1月9日,632
5521,第336回,1998年1月7日,551
5522,第335回,1998年1月5日,950
5523,第334回,1997年12月29日,480
5524,第333回,1997年12月26日,238
5525,第332回,1997年12月24日,167
5526,第331回,1997年12月22日,196
5527,第330回,1997年12月19日,179
5528,第329回,1997年12月17日,543
5529,第328回,1997年12月15日,736
5530,第327回,1997年12月12日,980
5531,第326回,1997年12月10日,930
5532,第325回,1997年12月8日,531
5533,第324回,1997年12月5日,805
5534,第323回,1997年12月3日,375
5535,第322回,1997年12月1日,064
5536,第321回,1997年11月28日,429
5537,第320回,1997年11月26日,598
5538,第319回,1997年11月24日,395
5539,第318回,1997年11月21日,537
5540,第317回,1997年11月19日,190
5541,第316回,1997年11月17日,218
5542,第315回,1997年11月14日,137
5543,第314回,1997年11月12日,242
5544,第313回,1997年11月10日,069
5545,第312回,1997年11月7日,068
5546,第311回,1997年11月5日,104
5547,第310回,1997年11月3日,575
5548,第309回,1997年10月31日,777
5549,第308回,1997年10月29日,519
5550,第307回,1997年10月27日,690
5551,第306回,1997年10月24日,748
5552,第305回,1997年10月22日,367
5553,第304回,1997年10月20日,399
5554,第303回,1997年10月17日,497
5555,第302回,1997年10月15日,001
5556,第301回,1997年10月13日,330
5557,第300回,1997年10月10日,126
5558,第299回,1997年10月8日,155
5559,第298回,1997年10月6日,104
5560,第297回,1997年10月3日,144
5561,第296回,1997年9月30日,880
5562,第295回,1997年9月26日,075
5563,第294回,1997年9月23日,107
5564,第293回,1997年9月19日,663
5565,第292回,1997年9月16日,737
5566,第291回,1997年9月12日,085
5567,第290回,1997年9月9日,167
5568,第289回,1997年9月5日,838
5569,第288回,1997年9月2日,144
5570,第287回,1997年8月29日,925
5571,第286回,1997年8月26日,272
5572,第285回,1997年8月22日,760
5573,第284回,1997年8月19日,588
5574,第283回,1997年8月15日,940
5575,第282回,1997年8月12日,743
5576,第281回,1997年8月8日,907
5577,第280回,1997年8月5日,326
5578,第279回,1997年8月1日,891
5579,第278回,1997年7月29日,877
5580,第277回,1997年7月25日,632
5581,第276回,1997年7月22日,385
5582,第275回,1997年7月18日,806
5583,第274回,1997年7月15日,854
5584,第273回,1997年7月11日,526
5585,第272回,1997年7月8日,783
5586,第271回,1997年7月4日,823
5587,第270回,1997年7月1日,793
5588,第269回,1997年6月27日,782
5589,第268回,1997年6月24日,024
5590,第267回,1997年6月20日,093
5591,第266回,1997年6月17日,972
5592,第265回,1997年6月13日,928
5593,第264回,1997年6月10日,362
5594,第263回,1997年6月6日,839
5595,第262回,1997年6月3日,042
5596,第261回,1997年5月30日,596
5597,第260回,1997年5月27日,061
5598,第259回,1997年5月23日,216
5599,第258回,1997年5月20日,447
5600,第257回,1997年5月16日,935
5601,第256回,1997年5月13日,088
5602,第255回,1997年5月9日,770
5603,第254回,1997年5月6日,238
5604,第253回,1997年5月2日,616
5605,第252回,1997年4月29日,004
5606,第251回,1997年4月25日,227
5607,第250回,1997年4月22日,180
5608,第249回,1997年4月18日,624
5609,第248回,1997年4月15日,193
5610,第247回,1997年4月11日,537
5611,第246回,1997年4月8日,593
5612,第245回,1997年4月4日,827
5613,第244回,1997年4月1日,140
5614,第243回,1997年3月28日,608
5615,第242回,1997年3月25日,066
5616,第241回,1997年3月21日,400
5617,第240回,1997年3月18日,229
5618,第239回,1997年3月14日,741
5619,第238回,1997年3月11日,414
5620,第237回,1997年3月7日,648
5621,第236回,1997年3月4日,830
5622,第235回,1997年2月28日,582
5623,第234回,1997年2月25日,317
5624,第233回,1997年2月21日,065
5625,第232回,1997年2月18日,945
5626,第231回,1997年2月14日,523
5627,第230回,1997年2月11日,383
5628,第229回,1997年2月7日,409
5629,第228回,1997年2月4日,014
5630,第227回,1997年1月31日,188
5631,第226回,1997年1月28日,952
5632,第225回,1997年1月24日,751
5633,第224回,1997年1月21日,466
5634,第223回,1997年1月17日,333
5635,第222回,1997年1月14日,227
5636,第221回,1997年1月10日,514
5637,第220回,1997年1月7日,112
5638,第219回,1996年12月27日,260
5639,第218回,1996年12月24日,594
5640,第217回,1996年12月20日,712
5641,第216回,1996年12月17日,337
5642,第215回,1996年12月13日,215
5643,第214回,1996年12月10日,870
5644,第213回,1996年12月6日,502
5645,第212回,1996年12月3日,151
5646,第211回,1996年11月29日,022
5647,第210回,1996年11月26日,192
5648,第209回,1996年11月22日,920
5649,第208回,1996年11月19日,781
5650,第207回,1996年11月15日,413
5651,第206回,1996年11月12日,938
5652,第205回,1996年11月8日,531
5653,第204回,1996年11月5日,211
5654,第203回,1996年11月1日,093
5655,第202回,1996年10月29日,676
5656,第201回,1996年10月25日,176
5657,第200回,1996年10月22日,411
5658,第199回,1996年10月18日,269
5659,第198回,1996年10月15日,374
5660,第197回,1996年10月11日,728
5661,第196回,1996年10月8日,907
5662,第195回,1996年10月4日,819
5663,第194回,1996年10月1日,812
5664,第193回,1996年9月27日,656
5665,第192回,1996年9月24日,021
5666,第191回,1996年9月20日,424
5667,第190回,1996年9月17日,170
5668,第189回,1996年9月13日,199
5669,第188回,1996年9月10日,254
5670,第187回,1996年9月6日,975
5671,第186回,1996年9月3日,439
5672,第185回,1996年8月30日,882
5673,第184回,1996年8月27日,492
5674,第183回,1996年8月23日,589
5675,第182回,1996年8月20日,439
5676,第181回,1996年8月16日,890
5677,第180回,1996年8月13日,632
5678,第179回,1996年8月9日,168
5679,第178回,1996年8月6日,464
5680,第177回,1996年8月2日,845
5681,第176回,1996年7月30日,203
5682,第175回,1996年7月26日,683
5683,第174回,1996年7月23日,967
5684,第173回,1996年7月19日,581
5685,第172回,1996年7月16日,355
5686,第171回,1996年7月12日,679
5687,第170回,1996年7月9日,574
5688,第169回,1996年7月5日,351
